Id,GEOID,Geography,County,State,Total; Estimate; Population for whom poverty status is determined,Below poverty level; Estimate; Population for whom poverty status is determined,poverty_percent
1400000US48201411502,48201411502,Census Tract 4115.02, Harris County, Texas,4164,183,0.043948127
1400000US48201411600,48201411600,Census Tract 4116, Harris County, Texas,2450,61,0.024897959
1400000US48201411700,48201411700,Census Tract 4117, Harris County, Texas,2967,425,0.143242332
1400000US48201411800,48201411800,Census Tract 4118, Harris County, Texas,4707,247,0.052475037
1400000US48201411900,48201411900,Census Tract 4119, Harris County, Texas,3578,313,0.087479039
1400000US48201412000,48201412000,Census Tract 4120, Harris County, Texas,2777,96,0.03456968
1400000US48201412100,48201412100,Census Tract 4121, Harris County, Texas,0,0,#DIV/0!
1400000US48201412200,48201412200,Census Tract 4122, Harris County, Texas,5673,319,0.056231271
1400000US48201412300,48201412300,Census Tract 4123, Harris County, Texas,6697,204,0.030461401
1400000US48201412400,48201412400,Census Tract 4124, Harris County, Texas,4437,51,0.011494253
1400000US48201412500,48201412500,Census Tract 4125, Harris County, Texas,1736,81,0.046658986
1400000US48201412600,48201412600,Census Tract 4126, Harris County, Texas,3915,88,0.02247765
1400000US48201412700,48201412700,Census Tract 4127, Harris County, Texas,3163,193,0.061018021
1400000US48201412800,48201412800,Census Tract 4128, Harris County, Texas,5401,199,0.036845029
1400000US48201412900,48201412900,Census Tract 4129, Harris County, Texas,4258,380,0.089243776
1400000US48201413000,48201413000,Census Tract 4130, Harris County, Texas,3744,184,0.049145299
1400000US48201413100,48201413100,Census Tract 4131, Harris County, Texas,3436,233,0.067811409
1400000US48201413201,48201413201,Census Tract 4132.01, Harris County, Texas,2530,385,0.152173913
1400000US48201413202,48201413202,Census Tract 4132.02, Harris County, Texas,2924,402,0.1374829
1400000US48201413300,48201413300,Census Tract 4133, Harris County, Texas,7021,320,0.045577553
1400000US48201420100,48201420100,Census Tract 4201, Harris County, Texas,3000,1050,0.35
1400000US48201420200,48201420200,Census Tract 4202, Harris County, Texas,2515,176,0.069980119
1400000US48201420300,48201420300,Census Tract 4203, Harris County, Texas,3404,213,0.062573443
1400000US48201420400,48201420400,Census Tract 4204, Harris County, Texas,3256,286,0.087837838
1400000US48201420500,48201420500,Census Tract 4205, Harris County, Texas,3303,1325,0.401150469
1400000US48201420600,48201420600,Census Tract 4206, Harris County, Texas,2135,253,0.118501171
