year,jurisdiction,type,averageScore,frlScore,notFrlScore,ellScore,notEllScore,whiteScore,blackScore,hispanicScore,asianScore
2002,New Mexico,state,254,245,265,229,258,266,‡,247,‡
2002,New York,state,264,250,275,226,265,274,246,251,261
2002,North Carolina,state,265,253,273,‡,265,274,247,252,‡
2002,North Dakota,state,268,261,270,‡,268,269,‡,‡,‡
2002,Ohio,state,268,257,273,‡,268,273,246,‡,‡
2002,Oklahoma,state,262,253,270,234,263,268,238,251,‡
2002,Oregon,state,268,257,272,239,270,270,‡,249,275
2002,Pennsylvania,state,265,246,274,‡,266,271,236,241,253
2002,Rhode Island,state,262,249,270,208,264,268,243,240,251
2002,South Carolina,state,258,245,268,‡,258,268,243,‡,‡
2002,South Dakota,state,—,—,—,—,—,—,—,—,—
2002,Tennessee,state,260,246,268,‡,260,265,240,‡,‡
2002,Texas,state,262,248,275,218,265,276,247,250,271
2002,Utah,state,263,249,269,225,266,267,‡,238,254
2002,Vermont,state,272,257,276,‡,272,272,‡,‡,‡
2002,Virginia,state,269,256,274,‡,269,275,252,261,279
2002,Washington,state,268,254,274,‡,270,271,247,247,272
2002,West Virginia,state,264,255,269,‡,264,264,242,‡,‡
2002,Wisconsin,state,‡,‡,‡,‡,‡,‡,‡,‡,‡
2002,Wyoming,state,265,258,268,‡,265,267,‡,249,‡
2002,Albuquerque,city,—,—,—,—,—,—,—,—,—
2002,Atlanta,city,236,233,244,‡,236,275,233,‡,‡
2002,Austin,city,—,—,—,—,—,—,—,—,—
2002,Baltimore City,city,—,—,—,—,—,—,—,—,—
2002,Boston,city,—,—,—,—,—,—,—,—,—
2002,Charlotte,city,—,—,—,—,—,—,—,—,—
2002,Chicago,city,249,246,267,‡,250,266,245,248,‡
2002,Cleveland,city,—,—,—,—,—,—,—,—,—
2002,Dallas,city,—,—,—,—,—,—,—,—,—
2002,Detroit,city,—,—,—,—,—,—,—,—,—
2002,District of Columbia (DCPS),city,240,235,251,‡,241,‡,238,240,‡
2002,Fresno,city,—,—,—,—,—,—,—,—,—
2002,Hillsborough County (FL),city,—,—,—,—,—,—,—,—,—
2002,Houston,city,248,243,261,210,254,279,247,243,‡
2002,Jefferson County (KY),city,—,—,—,—,—,—,—,—,—
2002,Los Angeles,city,237,‡,‡,209,247,264,236,230,259
2002,Miami-Dade,city,—,—,—,—,—,—,—,—,—
2002,Milwaukee,city,—,—,—,—,—,—,—,—,—
2002,New York City,city,‡,‡,‡,‡,‡,‡,‡,‡,‡
2002,Philadelphia,city,—,—,—,—,—,—,—,—,—
2002,San Diego,city,—,—,—,—,—,—,—,—,—
1998,Alabama,state,255,241,265,‡,255,265,237,‡,‡
1998,Alaska,state,—,—,—,—,—,—,—,—,—
1998,Arizona,state,260,246,269,225,263,269,248,244,‡
1998,Arkansas,state,256,243,264,‡,256,263,234,‡,‡
1998,California,state,252,235,267,225,257,268,238,238,259
1998,Colorado,state,264,249,270,‡,265,270,248,244,261
1998,Connecticut,state,270,249,276,‡,271,277,245,247,285
1998,Delaware,state,254,238,262,‡,254,263,234,248,‡
1998,District of Columbia,city,236,229,253,‡,236,‡,233,246,‡
1998,Florida,state,255,241,265,‡,256,264,236,247,275
1998,Georgia,state,257,240,268,‡,258,268,241,‡,‡
1998,Hawaii,state,249,238,254,‡,250,262,‡,‡,246
1998,Idaho,state,—,—,—,—,—,—,—,—,—
1998,Illinois,state,‡,‡,‡,‡,‡,‡,‡,‡,‡
1998,Indiana,state,—,—,—,—,—,—,—,—,—
1998,Iowa,state,—,—,—,—,—,—,—,—,—
1998,Kansas,state,268,254,275,‡,268,272,249,241,‡
1998,Kentucky,state,262,251,270,‡,262,264,246,‡,‡
1998,Louisiana,state,252,243,262,‡,252,262,236,‡,‡
1998,Maine,state,271,259,276,‡,271,272,‡,‡,‡
1998,Maryland,state,261,239,270,‡,261,272,240,261,278
1998,Massachusetts,state,269,247,276,‡,269,274,246,242,269
1998,Michigan,state,—,—,—,—,—,—,—,—,—
1998,Minnesota,state,265,248,271,‡,267,269,231,‡,236
1998,Mississippi,state,251,241,264,‡,252,264,238,‡,‡
1998,Missouri,state,262,248,269,‡,262,265,242,‡,‡
1998,Montana,state,271,259,276,‡,271,273,‡,‡,‡
1998,Nebraska,state,—,—,—,—,—,—,—,—,—
1998,Nevada,state,258,245,263,‡,259,264,241,242,260
1998,New Hampshire,state,—,—,—,—,—,—,—,—,—
1998,New Jersey,state,—,—,—,—,—,—,—,—,—
1998,New Mexico,state,258,250,265,225,260,270,‡,250,‡
1998,New York,state,265,250,275,‡,266,275,246,247,276
1998,North Carolina,state,262,247,271,‡,263,270,246,‡,‡
1998,North Dakota,state,—,—,—,—,—,—,—,—,—
1998,Ohio,state,—,—,—,—,—,—,—,—,—
1998,Oklahoma,state,265,257,270,‡,265,268,253,254,‡
1998,Oregon,state,266,252,271,‡,267,269,239,237,265
1998,Pennsylvania,state,—,—,—,—,—,—,—,—,—
1998,Rhode Island,state,264,246,272,‡,265,268,246,239,260
1998,South Carolina,state,255,240,266,‡,255,265,240,‡,‡
1998,South Dakota,state,—,—,—,—,—,—,—,—,—
1998,Tennessee,state,258,240,267,‡,258,264,235,‡,‡
1998,Texas,state,261,246,270,228,263,271,246,250,275
1998,Utah,state,263,248,268,‡,264,266,‡,244,‡
1998,Vermont,state,—,—,—,—,—,—,—,—,—
1998,Virginia,state,266,248,272,‡,266,273,250,265,274
1998,Washington,state,264,245,269,‡,265,267,242,240,267
1998,West Virginia,state,262,254,268,‡,262,262,248,‡,‡
1998,Wisconsin,state,265,250,270,‡,265,269,234,256,‡
1998,Wyoming,state,263,252,267,‡,263,265,‡,250,‡
1998,Albuquerque,city,—,—,—,—,—,—,—,—,—
1998,Atlanta,city,—,—,—,—,—,—,—,—,—
1998,Austin,city,—,—,—,—,—,—,—,—,—
1998,Baltimore City,city,—,—,—,—,—,—,—,—,—
1998,Boston,city,—,—,—,—,—,—,—,—,—
1998,Charlotte,city,—,—,—,—,—,—,—,—,—
1998,Chicago,city,—,—,—,—,—,—,—,—,—
1998,Cleveland,city,—,—,—,—,—,—,—,—,—
1998,Dallas,city,—,—,—,—,—,—,—,—,—
1998,Detroit,city,—,—,—,—,—,—,—,—,—
1998,District of Columbia (DCPS),city,—,—,—,—,—,—,—,—,—
1998,Fresno,city,—,—,—,—,—,—,—,—,—
1998,Hillsborough County (FL),city,—,—,—,—,—,—,—,—,—
1998,Houston,city,—,—,—,—,—,—,—,—,—
1998,Jefferson County (KY),city,—,—,—,—,—,—,—,—,—
1998,Los Angeles,city,—,—,—,—,—,—,—,—,—
1998,Miami-Dade,city,—,—,—,—,—,—,—,—,—
1998,Milwaukee,city,—,—,—,—,—,—,—,—,—
1998,New York City,city,—,—,—,—,—,—,—,—,—
1998,Philadelphia,city,—,—,—,—,—,—,—,—,—
1998,San Diego,city,—,—,—,—,—,—,—,—,—
2013,National,nation,268,254,278,225,270,276,250,256,280
2011,National,nation,265,252,275,224,267,274,249,252,275
2009,National,nation,264,249,273,219,266,273,246,249,274
2007,National,nation,263,247,271,223,265,272,245,247,271
2005,National,nation,262,247,270,224,264,271,243,246,271
2003,National,nation,263,247,271,222,265,272,244,245,270
2002,National,nation,264,249,272,224,266,272,245,247,267
1998,National,nation,263,245,269,218,264,270,244,243,264
